	sub	emotion	score	tk	kernel	beta
169	50	fear	0.4943478280699834	Darwin	linear	10
170	51	fear	0.5342201606597	Darwin	linear	10
171	52	fear	0.47495777870594	Darwin	linear	10
172	53	fear	0.5155383994225099	Darwin	linear	10
173	54	fear	0.42064282718120805	Darwin	linear	10
174	55	fear	0.625233084709643	Darwin	linear	10
175	56	fear	0.5937446222681122	Darwin	linear	10
176	57	fear	0.5462980548390517	Darwin	linear	10
177	58	fear	0.623780084128617	Darwin	linear	10
178	59	fear	0.4632022553339518	Darwin	linear	10
179	60	fear	0.5139958002613424	Darwin	linear	10
180	01	happy	0.7660285205989174	Darwin	linear	10
181	02	happy	0.8331486154833451	Darwin	linear	10
182	03	happy	0.7939349112426036	Darwin	linear	10
183	04	happy	0.7775362908754371	Darwin	linear	10
184	05	happy	0.774858057701195	Darwin	linear	10
185	06	happy	0.819743547267449	Darwin	linear	10
186	07	happy	0.752806545323245	Darwin	linear	10
187	08	happy	0.7944029929614678	Darwin	linear	10
188	09	happy	0.7696188355717999	Darwin	linear	10
189	10	happy	0.7787228059964449	Darwin	linear	10
190	11	happy	0.8134623549276785	Darwin	linear	10
191	12	happy	0.8112856495150892	Darwin	linear	10
192	13	happy	0.8389497249338413	Darwin	linear	10
193	14	happy	0.807443812733273	Darwin	linear	10
194	15	happy	0.783629572719996	Darwin	linear	10
195	16	happy	0.6711195363805322	Darwin	linear	10
196	17	happy	0.6837098244078159	Darwin	linear	10
197	18	happy	0.734384774106744	Darwin	linear	10
198	19	happy	0.703853715783698	Darwin	linear	10
199	20	happy	0.665006881260035	Darwin	linear	10
200	21	happy	0.6969614818099401	Darwin	linear	10
201	22	happy	0.5843685690766909	Darwin	linear	10
202	23	happy	0.7501418585040232	Darwin	linear	10
203	24	happy	0.7331568169124796	Darwin	linear	10
204	25	happy	0.7264967803808742	Darwin	linear	10
205	26	happy	0.7891825418252698	Darwin	linear	10
206	27	happy	0.7420410766347355	Darwin	linear	10
207	28	happy	0.767921541159922	Darwin	linear	10
208	29	happy	0.716366359625165	Darwin	linear	10
209	30	happy	0.6804942065168683	Darwin	linear	10
210	31	happy	0.7750954719039825	Darwin	linear	10
211	32	happy	0.7272401266222009	Darwin	linear	10
212	33	happy	0.750615215514556	Darwin	linear	10
213	34	happy	0.7721503628310245	Darwin	linear	10
214	35	happy	0.7822698563956011	Darwin	linear	10
215	36	happy	0.7463768115942029	Darwin	linear	10
216	37	happy	0.6860352349700753	Darwin	linear	10
217	38	happy	0.6841338170943152	Darwin	linear	10
218	39	happy	0.718263788060518	Darwin	linear	10
219	40	happy	0.6573236889692585	Darwin	linear	10
220	41	happy	0.6899788868538869	Darwin	linear	10
221	42	happy	0.7110789579326077	Darwin	linear	10
222	43	happy	0.7082712284684142	Darwin	linear	10
223	44	happy	0.7539306268621951	Darwin	linear	10
224	45	happy	0.7804150098267745	Darwin	linear	10
225	46	happy	0.6814005703016737	Darwin	linear	10
226	47	happy	0.5876712328767124	Darwin	linear	10
227	48	happy	0.7047353878852285	Darwin	linear	10
228	49	happy	0.7420581048058649	Darwin	linear	10
229	50	happy	0.6851288751837149	Darwin	linear	10
230	51	happy	0.796539814518708	Darwin	linear	10
231	52	happy	0.6744370161857847	Darwin	linear	10
232	53	happy	0.7178140923713114	Darwin	linear	10
233	54	happy	0.6935848148226814	Darwin	linear	10
234	55	happy	0.7591174903301086	Darwin	linear	10
235	56	happy	0.7735308457241971	Darwin	linear	10
236	57	happy	0.735821504971624	Darwin	linear	10
237	58	happy	0.7540535929613541	Darwin	linear	10
238	59	happy	0.7020976479915433	Darwin	linear	10
239	60	happy	0.7480576227767239	Darwin	linear	10
240	01	sadness	0.7842779694430755	Darwin	linear	10
241	02	sadness	0.6345136299494425	Darwin	linear	10
242	03	sadness	0.6649529119975557	Darwin	linear	10
243	04	sadness	0.7062158686937449	Darwin	linear	10
244	05	sadness	0.6753285677332059	Darwin	linear	10
245	06	sadness	0.671682368504444	Darwin	linear	10
246	07	sadness	0.744743707796194	Darwin	linear	10
247	08	sadness	0.6442701211805115	Darwin	linear	10
248	09	sadness	0.7083885911526933	Darwin	linear	10
249	10	sadness	0.7212008236046699	Darwin	linear	10
250	11	sadness	0.6283499620941724	Darwin	linear	10
251	12	sadness	0.7147817569501002	Darwin	linear	10
252	13	sadness	0.7085455761468888	Darwin	linear	10
253	14	sadness	0.7363519082810877	Darwin	linear	10
254	15	sadness	0.7452956109817059	Darwin	linear	10
255	16	sadness	0.5890853850595832	Darwin	linear	10
256	17	sadness	0.6038775178310062	Darwin	linear	10
257	18	sadness	0.6608579728600421	Darwin	linear	10
258	19	sadness	0.5736242258097268	Darwin	linear	10
259	20	sadness	0.618193729354666	Darwin	linear	10
260	21	sadness	0.6325197917107659	Darwin	linear	10
261	22	sadness	0.6205381682817044	Darwin	linear	10
262	23	sadness	0.6348601301758758	Darwin	linear	10
263	24	sadness	0.6113881562213984	Darwin	linear	10
264	25	sadness	0.6056985181400103	Darwin	linear	10
265	26	sadness	0.6754895949796229	Darwin	linear	10
266	27	sadness	0.7081202176253236	Darwin	linear	10
267	28	sadness	0.6298109108794556	Darwin	linear	10
268	29	sadness	0.6810130507395782	Darwin	linear	10
269	30	sadness	0.6343607972491694	Darwin	linear	10
270	31	sadness	0.6316291336985189	Darwin	linear	10
271	32	sadness	0.683974292926691	Darwin	linear	10
272	33	sadness	0.6400683004501484	Darwin	linear	10
273	34	sadness	0.632073677956031	Darwin	linear	10
274	35	sadness	0.6150039047247169	Darwin	linear	10
275	36	sadness	0.5638715031562748	Darwin	linear	10
276	37	sadness	0.628793794133623	Darwin	linear	10
277	38	sadness	0.6977945817502258	Darwin	linear	10
278	39	sadness	0.6236614420994733	Darwin	linear	10
279	40	sadness	0.6491615791615792	Darwin	linear	10
280	41	sadness	0.5589043424583875	Darwin	linear	10
281	42	sadness	0.6186807408301194	Darwin	linear	10
282	43	sadness	0.6539527460303955	Darwin	linear	10
283	44	sadness	0.6131050833986704	Darwin	linear	10
284	45	sadness	0.6739696570607975	Darwin	linear	10
285	46	sadness	0.555515625320296	Darwin	linear	10
286	47	sadness	0.6266597434602694	Darwin	linear	10
287	48	sadness	0.6462614340131119	Darwin	linear	10
288	49	sadness	0.6274457840607064	Darwin	linear	10
289	50	sadness	0.4669339936897414	Darwin	linear	10
290	51	sadness	0.6546517975821254	Darwin	linear	10
291	52	sadness	0.5605650032289516	Darwin	linear	10
292	53	sadness	0.6324870039573408	Darwin	linear	10
293	54	sadness	0.5274551083591331	Darwin	linear	10
294	55	sadness	0.6274102732305613	Darwin	linear	10
295	56	sadness	0.6598947180585296	Darwin	linear	10
296	57	sadness	0.7215554330017933	Darwin	linear	10
297	58	sadness	0.6193451566821677	Darwin	linear	10
298	59	sadness	0.6305032040047813	Darwin	linear	10
299	60	sadness	0.6500180310133429	Darwin	linear	10
300	01	surprise	0.7686361619874518	Darwin	linear	10
301	02	surprise	0.8096704168145235	Darwin	linear	10
302	03	surprise	0.8083440583440584	Darwin	linear	10
303	04	surprise	0.7183014637932431	Darwin	linear	10
304	05	surprise	0.7740134407187099	Darwin	linear	10
305	06	surprise	0.7732931830714089	Darwin	linear	10
306	07	surprise	0.8424152457923564	Darwin	linear	10
307	08	surprise	0.8317401309966366	Darwin	linear	10
308	09	surprise	0.7676054018445322	Darwin	linear	10
309	10	surprise	0.817495535187775	Darwin	linear	10
310	11	surprise	0.8408459557556218	Darwin	linear	10
311	12	surprise	0.84701294141252	Darwin	linear	10
312	13	surprise	0.8030829585031158	Darwin	linear	10
313	14	surprise	0.7871476917978895	Darwin	linear	10
314	15	surprise	0.7872747381253137	Darwin	linear	10
315	16	surprise	0.6725677613953629	Darwin	linear	10
316	17	surprise	0.6533813711121967	Darwin	linear	10
317	18	surprise	0.7115913523519883	Darwin	linear	10
318	19	surprise	0.7382788784888847	Darwin	linear	10
319	20	surprise	0.7185110582107469	Darwin	linear	10
320	21	surprise	0.7135922763049343	Darwin	linear	10
321	22	surprise	0.6457863768568729	Darwin	linear	10
322	23	surprise	0.7592514718250631	Darwin	linear	10
323	24	surprise	0.8002597224400189	Darwin	linear	10
324	25	surprise	0.6892187202300191	Darwin	linear	10
325	26	surprise	0.783321781866297	Darwin	linear	10
326	27	surprise	0.7695574783008787	Darwin	linear	10
327	28	surprise	0.7248728995411178	Darwin	linear	10
328	29	surprise	0.6926554992858072	Darwin	linear	10
329	30	surprise	0.6258226888679801	Darwin	linear	10
330	31	surprise	0.7444784874294654	Darwin	linear	10
331	32	surprise	0.7761088251160921	Darwin	linear	10
332	33	surprise	0.7011194750048253	Darwin	linear	10
333	34	surprise	0.7615294274333175	Darwin	linear	10
334	35	surprise	0.7095858478691567	Darwin	linear	10
335	36	surprise	0.6005358774263395	Darwin	linear	10
336	37	surprise	0.6602773291830183	Darwin	linear	10
337	38	surprise	0.6854255065441657	Darwin	linear	10
338	39	surprise	0.7894152569448096	Darwin	linear	10
339	40	surprise	0.727713076281967	Darwin	linear	10
340	41	surprise	0.7143830040392023	Darwin	linear	10
341	42	surprise	0.7641338210598172	Darwin	linear	10
342	43	surprise	0.728467588563324	Darwin	linear	10
343	44	surprise	0.7596478918160363	Darwin	linear	10
344	45	surprise	0.7724152694528077	Darwin	linear	10
345	46	surprise	0.6639726237699762	Darwin	linear	10
346	47	surprise	0.7495219260252031	Darwin	linear	10
347	48	surprise	0.663864791447599	Darwin	linear	10
348	49	surprise	0.739655637302107	Darwin	linear	10
349	50	surprise	0.811045203671486	Darwin	linear	10
350	51	surprise	0.7638823143866293	Darwin	linear	10
351	52	surprise	0.6483411799998775	Darwin	linear	10
352	53	surprise	0.727504638218924	Darwin	linear	10
353	54	surprise	0.6625963656760094	Darwin	linear	10
354	55	surprise	0.8108885184563356	Darwin	linear	10
355	56	surprise	0.706734734840327	Darwin	linear	10
356	57	surprise	0.7380063435170963	Darwin	linear	10
357	58	surprise	0.7537990666361964	Darwin	linear	10
358	59	surprise	0.6717625949044868	Darwin	linear	10
359	60	surprise	0.5495249149824679	Darwin	linear	10
0	01	anger	0.4947941962862119	Darwin	linear	100
1	02	anger	0.6108518589668336	Darwin	linear	100
2	03	anger	0.5357185169583562	Darwin	linear	100
3	04	anger	0.47792413291707647	Darwin	linear	100
4	05	anger	0.46422447119898386	Darwin	linear	100
5	06	anger	0.616561512652718	Darwin	linear	100
6	07	anger	0.5904369170348552	Darwin	linear	100
7	08	anger	0.5102517798949706	Darwin	linear	100
8	09	anger	0.4954752046820035	Darwin	linear	100
9	10	anger	0.5517645103612691	Darwin	linear	100
10	11	anger	0.5906700423928404	Darwin	linear	100
11	12	anger	0.5337962268865567	Darwin	linear	100
12	13	anger	0.4545188915806027	Darwin	linear	100
13	14	anger	0.6390961029888728	Darwin	linear	100
14	15	anger	0.35365150016485336	Darwin	linear	100
15	16	anger	0.5333778233157656	Darwin	linear	100
16	17	anger	0.4543954305416139	Darwin	linear	100
17	18	anger	0.6384168642951252	Darwin	linear	100
18	19	anger	0.5448671409902714	Darwin	linear	100
19	20	anger	0.4103706573679453	Darwin	linear	100
20	21	anger	0.6081847147248918	Darwin	linear	100
21	22	anger	0.47016168759005295	Darwin	linear	100
22	23	anger	0.5269153501963291	Darwin	linear	100
23	24	anger	0.5494386841866488	Darwin	linear	100
24	25	anger	0.5730936080021958	Darwin	linear	100
25	26	anger	0.44010543812046954	Darwin	linear	100
26	27	anger	0.4646740484478328	Darwin	linear	100
27	28	anger	0.5286228933797221	Darwin	linear	100
28	29	anger	0.49369822666748486	Darwin	linear	100
29	30	anger	0.5272358537549611	Darwin	linear	100
30	31	anger	0.5879109174534011	Darwin	linear	100
31	32	anger	0.5893360389267696	Darwin	linear	100
32	33	anger	0.5356390956337621	Darwin	linear	100
33	34	anger	0.5609785317232125	Darwin	linear	100
34	35	anger	0.5993582089552238	Darwin	linear	100
35	36	anger	0.5191625797137198	Darwin	linear	100
36	37	anger	0.5494104218764648	Darwin	linear	100
37	38	anger	0.45469122020433045	Darwin	linear	100
38	39	anger	0.5366347177848776	Darwin	linear	100
39	40	anger	0.47038971114824546	Darwin	linear	100
40	41	anger	0.46077588046047635	Darwin	linear	100
41	42	anger	0.4382749326145552	Darwin	linear	100
42	43	anger	0.4882998098185217	Darwin	linear	100
43	44	anger	0.5549333370601224	Darwin	linear	100
44	45	anger	0.49775032386882134	Darwin	linear	100
45	46	anger	0.5329773127713294	Darwin	linear	100
46	47	anger	0.5409172790001833	Darwin	linear	100
47	48	anger	0.48171534503631963	Darwin	linear	100
48	49	anger	0.5006076238327299	Darwin	linear	100
49	50	anger	0.5748417433638867	Darwin	linear	100
50	51	anger	0.5192033542976939	Darwin	linear	100
51	52	anger	0.5324815038783997	Darwin	linear	100
52	53	anger	0.48320622803177504	Darwin	linear	100
53	54	anger	0.5586600228650316	Darwin	linear	100
54	55	anger	0.4960250121351082	Darwin	linear	100
55	56	anger	0.6479870889937218	Darwin	linear	100
56	57	anger	0.5849399098647972	Darwin	linear	100
57	58	anger	0.554135241052943	Darwin	linear	100
58	59	anger	0.5050229919324968	Darwin	linear	100
59	60	anger	0.597730809343288	Darwin	linear	100
60	01	disgust	0.6605008276828065	Darwin	linear	100
61	02	disgust	0.6392592010066058	Darwin	linear	100
62	03	disgust	0.6696242619431025	Darwin	linear	100
63	04	disgust	0.5968177598103079	Darwin	linear	100
64	05	disgust	0.6397840594713785	Darwin	linear	100
65	06	disgust	0.7018946197540095	Darwin	linear	100
66	07	disgust	0.6887400703923261	Darwin	linear	100
67	08	disgust	0.6334619680274718	Darwin	linear	100
68	09	disgust	0.6286494532480771	Darwin	linear	100
69	10	disgust	0.6942144504860768	Darwin	linear	100
70	11	disgust	0.6885995574108535	Darwin	linear	100
71	12	disgust	0.6483389926578406	Darwin	linear	100
72	13	disgust	0.7074996026700572	Darwin	linear	100
73	14	disgust	0.7400724961676035	Darwin	linear	100
74	15	disgust	0.7156182183749716	Darwin	linear	100
75	16	disgust	0.5823774780472908	Darwin	linear	100
76	17	disgust	0.606773047326314	Darwin	linear	100
77	18	disgust	0.6383289484021055	Darwin	linear	100
78	19	disgust	0.6309358031887906	Darwin	linear	100
79	20	disgust	0.5473533412551987	Darwin	linear	100
80	21	disgust	0.6097299523490605	Darwin	linear	100
81	22	disgust	0.578353453512083	Darwin	linear	100
82	23	disgust	0.6411939831484622	Darwin	linear	100
83	24	disgust	0.7036546837858751	Darwin	linear	100
84	25	disgust	0.6487879567363637	Darwin	linear	100
85	26	disgust	0.619475340695582	Darwin	linear	100
86	27	disgust	0.6127499902156471	Darwin	linear	100
87	28	disgust	0.6265504075262147	Darwin	linear	100
88	29	disgust	0.7236338816651269	Darwin	linear	100
89	30	disgust	0.5727425398489525	Darwin	linear	100
90	31	disgust	0.6679867823418026	Darwin	linear	100
91	32	disgust	0.6552820047965678	Darwin	linear	100
92	33	disgust	0.6075137575302358	Darwin	linear	100
93	34	disgust	0.7392243629151056	Darwin	linear	100
94	35	disgust	0.6306532531872708	Darwin	linear	100
95	36	disgust	0.5216319045829059	Darwin	linear	100
96	37	disgust	0.6706022635107483	Darwin	linear	100
97	38	disgust	0.5365203723122978	Darwin	linear	100
98	39	disgust	0.6387400375818053	Darwin	linear	100
99	40	disgust	0.5902754915409236	Darwin	linear	100
100	41	disgust	0.5454301295532553	Darwin	linear	100
101	42	disgust	0.5717223207249803	Darwin	linear	100
102	43	disgust	0.5995613038183569	Darwin	linear	100
103	44	disgust	0.6669787747688801	Darwin	linear	100
104	45	disgust	0.6046766970942106	Darwin	linear	100
105	46	disgust	0.5732969997928665	Darwin	linear	100
106	47	disgust	0.7053685817235512	Darwin	linear	100
107	48	disgust	0.584279592092092	Darwin	linear	100
108	49	disgust	0.6160120613660436	Darwin	linear	100
109	50	disgust	0.7225644974971122	Darwin	linear	100
110	51	disgust	0.7710803069845623	Darwin	linear	100
111	52	disgust	0.6162135522976507	Darwin	linear	100
112	53	disgust	0.632449425915801	Darwin	linear	100
113	54	disgust	0.5788493026227772	Darwin	linear	100
114	55	disgust	0.709007208483308	Darwin	linear	100
115	56	disgust	0.6973198222034078	Darwin	linear	100
116	57	disgust	0.6836510705622875	Darwin	linear	100
117	58	disgust	0.6216001670551312	Darwin	linear	100
118	59	disgust	0.6292906145509051	Darwin	linear	100
119	60	disgust	0.6097994314592545	Darwin	linear	100
120	01	fear	0.5444381456286218	Darwin	linear	100
121	02	fear	0.6172208657047725	Darwin	linear	100
122	03	fear	0.5984402184813586	Darwin	linear	100
123	04	fear	0.5730269342810288	Darwin	linear	100
124	05	fear	0.5480781021553554	Darwin	linear	100
125	06	fear	0.702378508253938	Darwin	linear	100
126	07	fear	0.47532729103726074	Darwin	linear	100
127	08	fear	0.6354606705855764	Darwin	linear	100
128	09	fear	0.5528719391998906	Darwin	linear	100
129	10	fear	0.6134049083159436	Darwin	linear	100
130	11	fear	0.572518781636751	Darwin	linear	100
131	12	fear	0.647241318303594	Darwin	linear	100
132	13	fear	0.5597290435855458	Darwin	linear	100
133	14	fear	0.6489151873767258	Darwin	linear	100
134	15	fear	0.5658504791600016	Darwin	linear	100
135	16	fear	0.4884228637452067	Darwin	linear	100
136	17	fear	0.4712314245892307	Darwin	linear	100
137	18	fear	0.563059682225894	Darwin	linear	100
138	19	fear	0.47657467214719124	Darwin	linear	100
139	20	fear	0.5279591235199679	Darwin	linear	100
140	21	fear	0.40008192660900044	Darwin	linear	100
141	22	fear	0.4883258669815268	Darwin	linear	100
142	23	fear	0.5293702747556703	Darwin	linear	100
143	24	fear	0.5362951622511914	Darwin	linear	100
144	25	fear	0.5567815532009905	Darwin	linear	100
145	26	fear	0.5042249954783866	Darwin	linear	100
146	27	fear	0.5368916797488227	Darwin	linear	100
147	28	fear	0.5190363881401616	Darwin	linear	100
148	29	fear	0.509244331709746	Darwin	linear	100
149	30	fear	0.5291926277722103	Darwin	linear	100
150	31	fear	0.556936204751403	Darwin	linear	100
151	32	fear	0.44347330419912595	Darwin	linear	100
152	33	fear	0.5636859390983978	Darwin	linear	100
153	34	fear	0.49724099599822147	Darwin	linear	100
154	35	fear	0.6057510450911157	Darwin	linear	100
155	36	fear	0.5395005897334035	Darwin	linear	100
156	37	fear	0.5239252873387588	Darwin	linear	100
157	38	fear	0.5661942989233533	Darwin	linear	100
158	39	fear	0.559388314059647	Darwin	linear	100
159	40	fear	0.5986647623476268	Darwin	linear	100
160	41	fear	0.5954822331226826	Darwin	linear	100
161	42	fear	0.48468808097500515	Darwin	linear	100
162	43	fear	0.41896949078138723	Darwin	linear	100
163	44	fear	0.4595014911138158	Darwin	linear	100
164	45	fear	0.5898781040799035	Darwin	linear	100
165	46	fear	0.4793410167616575	Darwin	linear	100
166	47	fear	0.5055857512163009	Darwin	linear	100
167	48	fear	0.5400336700336701	Darwin	linear	100
168	49	fear	0.5020900010420233	Darwin	linear	100
169	50	fear	0.4949681188769087	Darwin	linear	100
170	51	fear	0.5374013648965664	Darwin	linear	100
171	52	fear	0.47630840612344966	Darwin	linear	100
172	53	fear	0.51636731797438	Darwin	linear	100
173	54	fear	0.4141673657718121	Darwin	linear	100
174	55	fear	0.6310756621508486	Darwin	linear	100
175	56	fear	0.5955203493374635	Darwin	linear	100
176	57	fear	0.5434127769336773	Darwin	linear	100
177	58	fear	0.6271238401759979	Darwin	linear	100
178	59	fear	0.46481234539270255	Darwin	linear	100
179	60	fear	0.5083281502319557	Darwin	linear	100
180	01	happy	0.7577320702758145	Darwin	linear	100
181	02	happy	0.815673266210509	Darwin	linear	100
182	03	happy	0.784131556702407	Darwin	linear	100
183	04	happy	0.7670507129635977	Darwin	linear	100
184	05	happy	0.7663984617415991	Darwin	linear	100
185	06	happy	0.8048038542849931	Darwin	linear	100
186	07	happy	0.7398502081657886	Darwin	linear	100
187	08	happy	0.7832827225991607	Darwin	linear	100
188	09	happy	0.7578918247425697	Darwin	linear	100
189	10	happy	0.7588641047018294	Darwin	linear	100
190	11	happy	0.8023070590789914	Darwin	linear	100
191	12	happy	0.789315374492696	Darwin	linear	100
192	13	happy	0.8270850948182149	Darwin	linear	100
193	14	happy	0.7932405688956481	Darwin	linear	100
